updateDate,code,code_name
2026-02-16,sh.601077,渝农商行
2026-02-16,sh.601088,中国神华
2026-02-16,sh.601098,中南传媒
2026-02-16,sh.601099,太平洋
2026-02-16,sh.601100,恒立液压
2026-02-16,sh.601106,中国一重
2026-02-16,sh.601108,财通证券
2026-02-16,sh.601111,中国国航
2026-02-16,sh.601117,中国化学
2026-02-16,sh.601118,海南橡胶
2026-02-16,sh.601127,赛力斯
2026-02-16,sh.601128,常熟银行
2026-02-16,sh.601136,首创证券
2026-02-16,sh.601138,工业富联
2026-02-16,sh.601139,深圳燃气
2026-02-16,sh.601155,新城控股
2026-02-16,sh.601156,东航物流
2026-02-16,sh.601162,天风证券
2026-02-16,sh.601166,兴业银行
2026-02-16,sh.601168,西部矿业
2026-02-16,sh.601169,北京银行
2026-02-16,sh.601179,中国西电
2026-02-16,sh.601186,中国铁建
2026-02-16,sh.601198,东兴证券
2026-02-16,sh.601211,国泰海通
2026-02-16,sh.601212,白银有色
2026-02-16,sh.601216,君正集团
2026-02-16,sh.601225,陕西煤业
2026-02-16,sh.601228,广州港
2026-02-16,sh.601229,上海银行
2026-02-16,sh.601231,环旭电子
2026-02-16,sh.601233,桐昆股份
2026-02-16,sh.601236,红塔证券
2026-02-16,sh.601238,广汽集团
2026-02-16,sh.601288,农业银行
2026-02-16,sh.601298,青岛港
2026-02-16,sh.601318,中国平安
2026-02-16,sh.601319,中国人保
2026-02-16,sh.601328,交通银行
2026-02-16,sh.601333,广深铁路
2026-02-16,sh.601336,新华保险
2026-02-16,sh.601360,三六零
2026-02-16,sh.601377,兴业证券
2026-02-16,sh.601390,中国中铁
2026-02-16,sh.601398,工商银行
2026-02-16,sh.601399,国机重装
2026-02-16,sh.601456,国联民生
2026-02-16,sh.601555,东吴证券
2026-02-16,sh.601567,三星医疗
2026-02-16,sh.601577,长沙银行
2026-02-16,sh.601598,中国外运
2026-02-16,sh.601600,中国铝业
2026-02-16,sh.601601,中国太保
2026-02-16,sh.601607,上海医药
2026-02-16,sh.601608,中信重工
2026-02-16,sh.601611,中国核建
2026-02-16,sh.601615,明阳智能
2026-02-16,sh.601618,中国中冶
2026-02-16,sh.601628,中国人寿
2026-02-16,sh.601633,长城汽车
2026-02-16,sh.601658,邮储银行
2026-02-16,sh.601665,齐鲁银行
2026-02-16,sh.601666,平煤股份
2026-02-16,sh.601668,中国建筑
2026-02-16,sh.601669,中国电建
2026-02-16,sh.601688,华泰证券
2026-02-16,sh.601689,拓普集团
2026-02-16,sh.601696,中银证券
2026-02-16,sh.601698,中国卫通
2026-02-16,sh.601699,潞安环能
2026-02-16,sh.601717,中创智领
2026-02-16,sh.601728,中国电信
2026-02-16,sh.601766,中国中车
2026-02-16,sh.601788,光大证券
2026-02-16,sh.601799,星宇股份
2026-02-16,sh.601800,中国交建
2026-02-16,sh.601808,中海油服
2026-02-16,sh.601816,京沪高铁
2026-02-16,sh.601818,光大银行
2026-02-16,sh.601825,沪农商行
2026-02-16,sh.601838,成都银行
2026-02-16,sh.601857,中国石油
2026-02-16,sh.601865,福莱特
2026-02-16,sh.601866,中远海发
2026-02-16,sh.601868,中国能建
2026-02-16,sh.601872,招商轮船
2026-02-16,sh.601877,正泰电器
2026-02-16,sh.601878,浙商证券
2026-02-16,sh.601880,辽港股份
2026-02-16,sh.601881,中国银河
2026-02-16,sh.601888,中国中免
2026-02-16,sh.601898,中煤能源
2026-02-16,sh.601899,紫金矿业
2026-02-16,sh.601901,方正证券
2026-02-16,sh.601916,浙商银行
2026-02-16,sh.601918,新集能源
2026-02-16,sh.601919,中远海控
2026-02-16,sh.601921,浙版传媒
2026-02-16,sh.601928,凤凰传媒
2026-02-16,sh.601939,建设银行
2026-02-16,sh.601958,金钼股份
2026-02-16,sh.601965,中国汽研
2026-02-16,sh.601966,玲珑轮胎
2026-02-16,sh.601985,中国核电
2026-02-16,sh.601988,中国银行
2026-02-16,sh.601990,南京证券
2026-02-16,sh.601991,大唐发电
2026-02-16,sh.601995,中金公司
2026-02-16,sh.601997,贵阳银行
2026-02-16,sh.601998,中信银行
2026-02-16,sh.603000,人民网
2026-02-16,sh.603019,中科曙光
2026-02-16,sh.603049,中策橡胶
2026-02-16,sh.603077,和邦生物
2026-02-16,sh.603087,甘李药业
2026-02-16,sh.603129,春风动力
2026-02-16,sh.603156,养元饮品
2026-02-16,sh.603160,汇顶科技
2026-02-16,sh.603179,新泉股份
2026-02-16,sh.603195,公牛集团
2026-02-16,sh.603225,新凤鸣
2026-02-16,sh.603228,景旺电子
2026-02-16,sh.603233,大参林
2026-02-16,sh.603259,药明康德
2026-02-16,sh.603260,合盛硅业
2026-02-16,sh.603288,海天味业
2026-02-16,sh.603290,斯达半导
2026-02-16,sh.603296,华勤技术
2026-02-16,sh.603298,杭叉集团
2026-02-16,sh.603338,浙江鼎力
2026-02-16,sh.603341,龙旗科技
2026-02-16,sh.603345,安井食品
2026-02-16,sh.603369,今世缘
2026-02-16,sh.603379,三美股份
2026-02-16,sh.603392,万泰生物
2026-02-16,sh.603444,吉比特
2026-02-16,sh.603486,科沃斯
2026-02-16,sh.603501,豪威集团
2026-02-16,sh.603529,爱玛科技
2026-02-16,sh.603565,中谷物流
2026-02-16,sh.603568,伟明环保
2026-02-16,sh.603589,口子窖
2026-02-16,sh.603596,伯特利
2026-02-16,sh.603605,珀莱雅
2026-02-16,sh.603606,东方电缆
2026-02-16,sh.603650,彤程新材
2026-02-16,sh.603658,安图生物
2026-02-16,sh.603659,璞泰来
2026-02-16,sh.603688,石英股份
2026-02-16,sh.603699,纽威股份
2026-02-16,sh.603707,健友股份
2026-02-16,sh.603728,鸣志电器
2026-02-16,sh.603737,三棵树
2026-02-16,sh.603766,隆鑫通用
2026-02-16,sh.603786,科博达
2026-02-16,sh.603799,华友钴业
2026-02-16,sh.603806,福斯特
2026-02-16,sh.603816,顾家家居
2026-02-16,sh.603833,欧派家居
2026-02-16,sh.603858,步长制药
2026-02-16,sh.603885,吉祥航空
2026-02-16,sh.603893,瑞芯微
2026-02-16,sh.603899,晨光股份
2026-02-16,sh.603920,世运电路
2026-02-16,sh.603927,中科软
2026-02-16,sh.603939,益丰药房
2026-02-16,sh.603979,金诚信
2026-02-16,sh.603986,兆易创新
2026-02-16,sh.603993,洛阳钼业
2026-02-16,sh.605117,德业股份
2026-02-16,sh.605358,立昂微
2026-02-16,sh.605499,东鹏饮料
2026-02-16,sh.605589,圣泉集团
2026-02-16,sh.688002,睿创微纳
2026-02-16,sh.688008,澜起科技
2026-02-16,sh.688009,中国通号
2026-02-16,sh.688012,中微公司
2026-02-16,sh.688017,绿的谐波
2026-02-16,sh.688018,乐鑫科技
2026-02-16,sh.688019,安集科技
2026-02-16,sh.688027,国盾量子
2026-02-16,sh.688036,传音控股
2026-02-16,sh.688037,芯源微
2026-02-16,sh.688041,海光信息
2026-02-16,sh.688047,龙芯中科
2026-02-16,sh.688052,纳芯微
2026-02-16,sh.688065,凯赛生物
2026-02-16,sh.688082,盛美上海
2026-02-16,sh.688099,晶晨股份
2026-02-16,sh.688100,威胜信息
2026-02-16,sh.688111,金山办公
2026-02-16,sh.688114,华大智造
2026-02-16,sh.688120,华海清科
2026-02-16,sh.688122,西部超导
2026-02-16,sh.688126,沪硅产业
2026-02-16,sh.688166,博瑞医药
2026-02-16,sh.688169,石头科技
2026-02-16,sh.688172,燕东微
2026-02-16,sh.688180,君实生物
2026-02-16,sh.688183,生益电子
2026-02-16,sh.688187,时代电气
2026-02-16,sh.688188,柏楚电子
2026-02-16,sh.688192,迪哲医药
2026-02-16,sh.688213,思特威
2026-02-16,sh.688220,翱捷科技
2026-02-16,sh.688223,晶科能源
2026-02-16,sh.688234,天岳先进
2026-02-16,sh.688235,百济神州
2026-02-16,sh.688248,南网科技
2026-02-16,sh.688256,寒武纪
2026-02-16,sh.688266,泽璟制药
2026-02-16,sh.688271,联影医疗
2026-02-16,sh.688278,特宝生物
2026-02-16,sh.688281,华秦科技
2026-02-16,sh.688295,中复神鹰
2026-02-16,sh.688297,中无人机
2026-02-16,sh.688301,奕瑞科技
2026-02-16,sh.688303,大全能源
2026-02-16,sh.688318,财富趋势
2026-02-16,sh.688322,奥比中光
2026-02-16,sh.688336,三生国健
2026-02-16,sh.688347,华虹公司
2026-02-16,sh.688349,三一重能
2026-02-16,sh.688361,中科飞测
2026-02-16,sh.688363,华熙生物
2026-02-16,sh.688375,国博电子
2026-02-16,sh.688385,复旦微电
2026-02-16,sh.688387,信科移动
2026-02-16,sh.688396,华润微
2026-02-16,sh.688425,铁建重工
2026-02-16,sh.688469,芯联集成
2026-02-16,sh.688472,阿特斯
2026-02-16,sh.688475,萤石网络
2026-02-16,sh.688506,百利天恒
2026-02-16,sh.688520,神州细胞
2026-02-16,sh.688525,佰维存储
2026-02-16,sh.688538,和辉光电
2026-02-16,sh.688561,奇安信
2026-02-16,sh.688563,航材股份
2026-02-16,sh.688568,中科星图
2026-02-16,sh.688578,艾力斯
2026-02-16,sh.688582,芯动联科
2026-02-16,sh.688599,天合光能
2026-02-16,sh.688608,恒玄科技
2026-02-16,sh.688615,合合信息
2026-02-16,sh.688617,惠泰医疗
2026-02-16,sh.688629,华丰科技
2026-02-16,sh.688676,金盘科技
2026-02-16,sh.688692,达梦数据
2026-02-16,sh.688702,盛科通信
2026-02-16,sh.688709,成都华微
2026-02-16,sh.688728,格科微
2026-02-16,sh.688772,珠海冠宇
2026-02-16,sh.688777,中控技术
2026-02-16,sh.688778,厦钨新能
2026-02-16,sh.688819,天能股份
2026-02-16,sh.688981,中芯国际
2026-02-16,sh.689009,九号公司
2026-02-16,sz.000001,平安银行
2026-02-16,sz.000002,万科A
2026-02-16,sz.000009,中国宝安
2026-02-16,sz.000021,深科技
2026-02-16,sz.000027,深圳能源
2026-02-16,sz.000032,深桑达A
2026-02-16,sz.000034,神州数码
2026-02-16,sz.000039,中集集团
2026-02-16,sz.000050,深天马A
2026-02-16,sz.000060,中金岭南
2026-02-16,sz.000062,深圳华强
2026-02-16,sz.000063,中兴通讯
2026-02-16,sz.000088,盐田港
2026-02-16,sz.000100,TCL科技
2026-02-16,sz.000155,川能动力
2026-02-16,sz.000157,中联重科
2026-02-16,sz.000166,申万宏源
2026-02-16,sz.000301,东方盛虹
2026-02-16,sz.000333,美的集团
2026-02-16,sz.000338,潍柴动力
2026-02-16,sz.000400,许继电气
2026-02-16,sz.000408,藏格矿业
2026-02-16,sz.000415,渤海租赁
2026-02-16,sz.000423,东阿阿胶
2026-02-16,sz.000425,徐工机械
2026-02-16,sz.000426,兴业银锡
2026-02-16,sz.000429,粤高速A
2026-02-16,sz.000513,丽珠集团
2026-02-16,sz.000519,中兵红箭
2026-02-16,sz.000528,柳工
2026-02-16,sz.000537,绿发电力
2026-02-16,sz.000538,云南白药
2026-02-16,sz.000539,粤电力A
2026-02-16,sz.000559,万向钱潮
2026-02-16,sz.000563,陕国投A
2026-02-16,sz.000568,泸州老窖
2026-02-16,sz.000582,北部湾港
2026-02-16,sz.000591,太阳能
2026-02-16,sz.000596,古井贡酒
2026-02-16,sz.000598,兴蓉环境
2026-02-16,sz.000617,中油资本
2026-02-16,sz.000623,吉林敖东
2026-02-16,sz.000625,长安汽车
2026-02-16,sz.000629,钒钛股份
2026-02-16,sz.000630,铜陵有色
2026-02-16,sz.000651,格力电器
2026-02-16,sz.000657,中钨高新
2026-02-16,sz.000661,长春高新
2026-02-16,sz.000683,博源化工
2026-02-16,sz.000703,恒逸石化
2026-02-16,sz.000708,中信特钢
2026-02-16,sz.000709,河钢股份
2026-02-16,sz.000723,美锦能源
2026-02-16,sz.000725,京东方A
2026-02-16,sz.000728,国元证券
2026-02-16,sz.000729,燕京啤酒
2026-02-16,sz.000733,振华科技
2026-02-16,sz.000738,航发控制
2026-02-16,sz.000739,普洛药业
2026-02-16,sz.000750,国海证券
2026-02-16,sz.000768,中航西飞
2026-02-16,sz.000776,广发证券
2026-02-16,sz.000783,长江证券
2026-02-16,sz.000785,居然智家
2026-02-16,sz.000786,北新建材
2026-02-16,sz.000792,盐湖股份
2026-02-16,sz.000807,云铝股份
2026-02-16,sz.000825,太钢不锈
2026-02-16,sz.000830,鲁西化工
2026-02-16,sz.000831,中国稀土
2026-02-16,sz.000858,五粮液
2026-02-16,sz.000876,新希望
2026-02-16,sz.000878,云南铜业
2026-02-16,sz.000883,湖北能源
2026-02-16,sz.000887,中鼎股份
2026-02-16,sz.000893,亚钾国际
2026-02-16,sz.000895,双汇发展
2026-02-16,sz.000898,鞍钢股份
2026-02-16,sz.000921,海信家电
2026-02-16,sz.000932,华菱钢铁
2026-02-16,sz.000933,神火股份
2026-02-16,sz.000937,冀中能源
2026-02-16,sz.000938,紫光股份
2026-02-16,sz.000951,中国重汽
2026-02-16,sz.000958,电投产融
2026-02-16,sz.000959,首钢股份
2026-02-16,sz.000960,锡业股份
2026-02-16,sz.000963,华东医药
2026-02-16,sz.000967,盈峰环境
2026-02-16,sz.000975,山金国际
2026-02-16,sz.000977,浪潮信息
2026-02-16,sz.000983,山西焦煤
2026-02-16,sz.000987,越秀资本
2026-02-16,sz.000997,新大陆
2026-02-16,sz.000999,华润三九
2026-02-16,sz.001213,中铁特货
2026-02-16,sz.001221,悍高集团
2026-02-16,sz.001286,陕西能源
2026-02-16,sz.001389,广合科技
2026-02-16,sz.001391,国货航
2026-02-16,sz.001696,宗申动力
2026-02-16,sz.001965,招商公路
2026-02-16,sz.001979,招商蛇口
2026-02-16,sz.002001,新和成
2026-02-16,sz.002007,华兰生物
2026-02-16,sz.002008,大族激光
2026-02-16,sz.002025,航天电器
2026-02-16,sz.002027,分众传媒
2026-02-16,sz.002028,思源电气
2026-02-16,sz.002032,苏泊尔
2026-02-16,sz.002044,美年健康
2026-02-16,sz.002049,紫光国微
2026-02-16,sz.002050,三花智控
2026-02-16,sz.002056,横店东磁
2026-02-16,sz.002064,华峰化学
2026-02-16,sz.002065,东华软件
2026-02-16,sz.002074,国轩高科
2026-02-16,sz.002078,太阳纸业
2026-02-16,sz.002080,中材科技
2026-02-16,sz.002085,万丰奥威
2026-02-16,sz.002120,韵达股份
2026-02-16,sz.002126,银轮股份
2026-02-16,sz.002128,电投能源
2026-02-16,sz.002130,沃尔核材
2026-02-16,sz.002131,利欧股份
2026-02-16,sz.002138,顺络电子
2026-02-16,sz.002142,宁波银行
2026-02-16,sz.002152,广电运通
2026-02-16,sz.002153,石基信息
2026-02-16,sz.002155,湖南黄金
2026-02-16,sz.002156,通富微电
2026-02-16,sz.002157,正邦科技
2026-02-16,sz.002179,中航光电
2026-02-16,sz.002185,华天科技
2026-02-16,sz.002195,岩山科技
2026-02-16,sz.002202,金风科技
2026-02-16,sz.002203,海亮股份
2026-02-16,sz.002223,鱼跃医疗
2026-02-16,sz.002230,科大讯飞
2026-02-16,sz.002236,大华股份
2026-02-16,sz.002241,歌尔股份
2026-02-16,sz.002244,滨江集团
2026-02-16,sz.002252,上海莱士
2026-02-16,sz.002261,拓维信息
2026-02-16,sz.002262,恩华药业
2026-02-16,sz.002265,建设工业
2026-02-16,sz.002266,浙富控股
2026-02-16,sz.002271,东方雨虹
2026-02-16,sz.002273,水晶光电
2026-02-16,sz.002281,光迅科技
2026-02-16,sz.002294,信立泰
2026-02-16,sz.002299,圣农发展
2026-02-16,sz.002304,洋河股份
2026-02-16,sz.002311,海大集团
2026-02-16,sz.002312,川发龙蟒
2026-02-16,sz.002318,久立特材
2026-02-16,sz.002335,科华数据
2026-02-16,sz.002340,格林美
2026-02-16,sz.002352,顺丰控股
2026-02-16,sz.002353,杰瑞股份
2026-02-16,sz.002371,北方华创
2026-02-16,sz.002372,伟星新材
2026-02-16,sz.002384,东山精密
2026-02-16,sz.002385,大北农
2026-02-16,sz.002402,和而泰
2026-02-16,sz.002409,雅克科技
2026-02-16,sz.002410,广联达
2026-02-16,sz.002414,高德红外
2026-02-16,sz.002415,海康威视
2026-02-16,sz.002422,科伦药业
2026-02-16,sz.002423,中粮资本
2026-02-16,sz.002429,兆驰股份
2026-02-16,sz.002430,杭氧股份
2026-02-16,sz.002432,九安医疗
2026-02-16,sz.002436,兴森科技
2026-02-16,sz.002439,启明星辰
2026-02-16,sz.002444,巨星科技
2026-02-16,sz.002459,晶澳科技
2026-02-16,sz.002460,赣锋锂业
2026-02-16,sz.002461,珠江啤酒
2026-02-16,sz.002463,沪电股份
2026-02-16,sz.002465,海格通信
2026-02-16,sz.002466,天齐锂业
2026-02-16,sz.002472,双环传动
2026-02-16,sz.002475,立讯精密
2026-02-16,sz.002493,荣盛石化
2026-02-16,sz.002500,山西证券
2026-02-16,sz.002508,老板电器
2026-02-16,sz.002517,恺英网络
2026-02-16,sz.002532,天山铝业
2026-02-16,sz.002558,巨人网络
2026-02-16,sz.002568,百润股份
2026-02-16,sz.002583,海能达
2026-02-16,sz.002594,比亚迪
2026-02-16,sz.002595,豪迈科技
2026-02-16,sz.002600,领益智造
2026-02-16,sz.002601,龙佰集团
2026-02-16,sz.002603,以岭药业
2026-02-16,sz.002607,中公教育
2026-02-16,sz.002608,江苏国信
2026-02-16,sz.002624,完美世界
2026-02-16,sz.002625,光启技术
2026-02-16,sz.002648,卫星化学
2026-02-16,sz.002670,国盛证券
2026-02-16,sz.002673,西部证券
2026-02-16,sz.002683,广东宏大
2026-02-16,sz.002709,天赐材料
2026-02-16,sz.002714,牧原股份
2026-02-16,sz.002736,国信证券
2026-02-16,sz.002738,中矿资源
2026-02-16,sz.002739,万达电影
2026-02-16,sz.002756,永兴材料
2026-02-16,sz.002773,康弘药业
2026-02-16,sz.002797,第一创业
2026-02-16,sz.002821,凯莱英
2026-02-16,sz.002831,裕同科技
2026-02-16,sz.002837,英维克
2026-02-16,sz.002841,视源股份
2026-02-16,sz.002850,科达利
2026-02-16,sz.002851,麦格米特
2026-02-16,sz.002916,深南电路
2026-02-16,sz.002920,德赛西威
2026-02-16,sz.002926,华西证券
2026-02-16,sz.002938,鹏鼎控股
2026-02-16,sz.002939,长城证券
2026-02-16,sz.002945,华林证券
2026-02-16,sz.002958,青农商行
2026-02-16,sz.002966,苏州银行
2026-02-16,sz.002984,森麒麟
2026-02-16,sz.003021,兆威机电
2026-02-16,sz.003022,联泓新科
2026-02-16,sz.003031,中瓷电子
2026-02-16,sz.003035,南网能源
2026-02-16,sz.003816,中国广核
2026-02-16,sz.300001,特锐德
2026-02-16,sz.300002,神州泰岳
2026-02-16,sz.300003,乐普医疗
2026-02-16,sz.300012,华测检测
2026-02-16,sz.300014,亿纬锂能
2026-02-16,sz.300015,爱尔眼科
2026-02-16,sz.300017,网宿科技
2026-02-16,sz.300024,机器人
2026-02-16,sz.300033,同花顺
2026-02-16,sz.300037,新宙邦
2026-02-16,sz.300054,鼎龙股份
2026-02-16,sz.300058,蓝色光标
2026-02-16,sz.300059,东方财富
2026-02-16,sz.300070,碧水源
2026-02-16,sz.300073,当升科技
2026-02-16,sz.300100,双林股份
2026-02-16,sz.300115,长盈精密
2026-02-16,sz.300122,智飞生物
2026-02-16,sz.300124,汇川技术
2026-02-16,sz.300136,信维通信
2026-02-16,sz.300140,节能环境
2026-02-16,sz.300142,沃森生物
2026-02-16,sz.300144,宋城演艺
2026-02-16,sz.300146,汤臣倍健
2026-02-16,sz.300207,欣旺达
2026-02-16,sz.300223,北京君正
2026-02-16,sz.300251,光线传媒
2026-02-16,sz.300274,阳光电源
2026-02-16,sz.300285,国瓷材料
2026-02-16,sz.300308,中际旭创
2026-02-16,sz.300316,晶盛机电
2026-02-16,sz.300339,润和软件
2026-02-16,sz.300346,南大光电
2026-02-16,sz.300347,泰格医药
2026-02-16,sz.300373,扬杰科技
2026-02-16,sz.300383,光环新网
2026-02-16,sz.300390,天华新能
2026-02-16,sz.300394,天孚通信
2026-02-16,sz.300395,菲利华
2026-02-16,sz.300408,三环集团
2026-02-16,sz.300413,芒果超媒
2026-02-16,sz.300418,昆仑万维
2026-02-16,sz.300432,富临精工
2026-02-16,sz.300433,蓝思科技
