日期,股票代码,股票名称,5年均值回归的市盈率,10年均值回归的市盈率,最新市盈率,预估每股净利润增长率(%),PEG,5年均值PE回归的收益率(%),10年均值PE回归的收益率(%),最新市净率,5年均值回归的市净率,10年均值回归的市净率,报告信息
2025/11/28,600519,贵州茅台,35.4,33.2,20.2,6.28%,3.2,40.75%,36.25%,7.07,10.87,9.92,"东莞证券  2025-11-06  19.61  18.51  17.33  0.06374985887753404  https://pdf.dfcfw.com/pdf/H3_AP202511061776269653_1.pdf
中邮证券  2025-11-05  19.83  18.75  17.5  0.06449183047257678  https://pdf.dfcfw.com/pdf/H3_AP202511051775482877_1.pdf
山西证券  2025-11-05  19.8  18.4  17.0  0.07921540127675208  https://pdf.dfcfw.com/pdf/H3_AP202511051775448346_1.pdf
东兴证券  2025-11-05  19.94  18.97  17.95  0.05397509920742616  https://pdf.dfcfw.com/pdf/H3_AP202511051775664554_1.pdf
华鑫证券  2025-11-05  19.7  18.5  17.4  0.0640413093700718  https://pdf.dfcfw.com/pdf/H3_AP202511051775482920_1.pdf
西南证券  2025-11-04  19.77  18.24  16.87  0.08254458846306645  https://pdf.dfcfw.com/pdf/H3_AP202511041774862334_1.pdf
开源证券  2025-11-03  19.6  18.4  17.4  0.06133726101046477  https://pdf.dfcfw.com/pdf/H3_AP202511031774433107_1.pdf
华安证券  2025-11-02  19.82  18.89  17.69  0.05849280092495146  https://pdf.dfcfw.com/pdf/H3_AP202511021773747364_1.pdf
太平洋  2025-11-02  19.64  18.61  17.72  0.05278304719895921  https://pdf.dfcfw.com/pdf/H3_AP202511021773734683_1.pdf
民生证券  2025-10-31  20.0  19.0  18.0  0.05409255338945984  https://pdf.dfcfw.com/pdf/H3_AP202510311772448641_1.pdf
万联证券  2025-10-31  19.38  17.76  16.28  0.0910626427559924  https://pdf.dfcfw.com/pdf/H3_AP202510311772357609_1.pdf
东吴证券  2025-10-31  19.88  19.23  18.49  0.03690682835385828  https://pdf.dfcfw.com/pdf/H3_AP202510311772173861_1.pdf
国信证券  2025-10-30  19.9  18.9  17.9  0.05438695153886419  https://pdf.dfcfw.com/pdf/H3_AP202510301771950370_1.pdf
东莞证券  2025-10-30  19.78  18.66  17.47  0.064061405323395  https://pdf.dfcfw.com/pdf/H3_AP202510301771942998_1.pdf
信达证券  2025-10-30  19.81  18.88  17.96  0.05024124919681028  https://pdf.dfcfw.com/pdf/H3_AP202510301771915534_1.pdf
群益证券  2025-10-30  20.0  18.0  17.0  0.08465228909328082  https://pdf.dfcfw.com/pdf/H3_AP202510301771840990_1.pdf
国金证券  2025-10-30  19.8  18.8  17.9  0.051734401546630115  https://pdf.dfcfw.com/pdf/H3_AP202510301771723396_1.pdf"
2025/11/28,688012,中微公司,88.3,151.8,87.7,38.47%,2.3,38.91%,82.16%,7.82,7.68,10.81,"东海证券  2025-11-21  86.79  55.42  40.87  0.4572448371129645  https://pdf.dfcfw.com/pdf/H3_AP202511211785175486_1.pdf
华源证券  2025-11-12  82.44  60.96  45.4  0.34753813706217773  https://pdf.dfcfw.com/pdf/H3_AP202511121780022223_1.pdf
群益证券  2025-11-04  82.4  56.7  43.5  0.3763185944988241  https://pdf.dfcfw.com/pdf/H3_AP202511041774968910_1.pdf
交银国际证券  2025-11-04  89.2  53.3  43.0  0.44028420967917414  https://pdf.dfcfw.com/pdf/H3_AP202511041774836723_1.pdf
上海证券  2025-11-02  88.15  61.46  47.08  0.36833656122127034  https://pdf.dfcfw.com/pdf/H3_AP202511021773817287_1.pdf
东吴证券  2025-10-31  76.29  54.51  41.65  0.3534004126905048  https://pdf.dfcfw.com/pdf/H3_AP202510311772205438_1.pdf
国金证券  2025-10-30  99.51  66.7  48.46  0.43298504568168394  https://pdf.dfcfw.com/pdf/H3_AP202510301771749151_1.pdf
中邮证券  2025-09-30  86.2  57.56  40.8  0.4535284992180979  https://pdf.dfcfw.com/pdf/H3_AP202509301753243692_1.pdf
华安证券  2025-09-25  73.47  53.29  42.36  0.3169735242046785  https://pdf.dfcfw.com/pdf/H3_AP202509251750282982_1.pdf
交银国际证券  2025-09-23  75.1  51.4  41.1  0.35175833944995727  https://pdf.dfcfw.com/pdf/H3_AP202509231748953751_1.pdf
群益证券  2025-09-18  66.5  45.7  35.1  0.3764399349724252  https://pdf.dfcfw.com/pdf/H3_AP202509181746001632_1.pdf
东吴证券  2025-09-07  51.49  36.81  28.12  0.35317444591637237  https://pdf.dfcfw.com/pdf/H3_AP202509071739697041_1.pdf
上海证券  2025-08-31  66.25  46.14  35.35  0.3689835583478984  https://pdf.dfcfw.com/pdf/H3_AP202508311737285912_1.pdf
开源证券  2025-08-30  60.6  41.8  29.9  0.42364175719975616  https://pdf.dfcfw.com/pdf/H3_AP202508301736908985_1.pdf
东吴证券  2025-08-29  58.06  41.5  31.7  0.35334612768682394  https://pdf.dfcfw.com/pdf/H3_AP202508291736609254_1.pdf
国金证券  2025-08-29  63.73  45.03  33.39  0.38154091000367285  https://pdf.dfcfw.com/pdf/H3_AP202508291736292437_1.pdf"
2025/11/28,601601,中国太保,10.1,13.9,6.4,9.49%,0.7,37.97%,61.65%,1.18,1.18,1.6,"华源证券  2025-11-09  6.47  5.29  4.56  0.1911589520810424  https://pdf.dfcfw.com/pdf/H3_AP202511091778101835_1.pdf
民生证券  2025-11-04  7.0  6.0  6.0  0.08012344973464347  https://pdf.dfcfw.com/pdf/H3_AP202511041775133735_1.pdf
国信证券  2025-11-04  6.84  6.69  6.47  0.028196001257321468  https://pdf.dfcfw.com/pdf/H3_AP202511041774883969_1.pdf
东吴证券  2025-11-01  5.49  5.38  5.13  0.03449284124951357  https://pdf.dfcfw.com/pdf/H3_AP202511011772815882_1.pdf
开源证券  2025-10-31  6.92  6.01  5.32  0.14050509849769988  https://pdf.dfcfw.com/pdf/H3_AP202510311772570565_1.pdf"
2025/11/28,600690,海尔智家,17.7,16.2,12.3,12.24%,1,34.44%,28.72%,2.16,2.79,2.8,"西南证券  2025-11-07  11.4  9.85  8.7  0.14470294294467823  https://pdf.dfcfw.com/pdf/H3_AP202511071776953394_1.pdf
国信证券  2025-11-04  11.8  10.6  9.6  0.1086778913041726  https://pdf.dfcfw.com/pdf/H3_AP202511041774868809_1.pdf
海通国际  2025-11-03  11.87  10.56  9.42  0.12253504430374962  https://pdf.dfcfw.com/pdf/H3_AP202511031774468266_1.pdf
太平洋  2025-11-01  11.81  10.55  9.39  0.12148160027960686  https://pdf.dfcfw.com/pdf/H3_AP202511011773015973_1.pdf
中国银河  2025-10-31  11.16  9.84  8.81  0.12549648522418155  https://pdf.dfcfw.com/pdf/H3_AP202510311772706407_1.pdf
国金证券  2025-10-31  11.45  10.31  9.27  0.11138076555291909  https://pdf.dfcfw.com/pdf/H3_AP202510311772394150_1.pdf"
2025/11/28,600031,三一重工,25,111.9,22.7,23.72%,1,30.00%,174.88%,2.55,2.65,2.66,"东莞证券  2025-11-04  23.0  19.0  16.0  0.19895788082817978  https://pdf.dfcfw.com/pdf/H3_AP202511041775023788_1.pdf
太平洋  2025-11-04  22.79  17.96  14.35  0.2602195483742227  https://pdf.dfcfw.com/pdf/H3_AP202511041774981325_1.pdf
东吴证券  2025-11-02  24.12  18.41  16.13  0.22284515740271105  https://pdf.dfcfw.com/pdf/H3_AP202511021773856441_1.pdf
国金证券  2025-10-31  23.38  18.15  14.57  0.26675456353149385  https://pdf.dfcfw.com/pdf/H3_AP202510311772357651_1.pdf"
2025/11/28,601899,紫金矿业,19.9,27.1,16.7,17.73%,0.9,28.64%,50.06%,4.53,3.85,3.25,"中国银河  2025-10-22  15.28  11.61  10.51  0.20575846374096352  https://pdf.dfcfw.com/pdf/H3_AP202510221767037147_1.pdf
东吴证券  2025-10-22  15.86  13.53  11.57  0.17080592621233892  https://pdf.dfcfw.com/pdf/H3_AP202510221766675265_1.pdf
国信证券  2025-10-22  15.5  12.6  11.4  0.16603993190928823  https://pdf.dfcfw.com/pdf/H3_AP202510221767005218_1.pdf
华鑫证券  2025-10-22  14.9  12.6  11.2  0.15341109013965304  https://pdf.dfcfw.com/pdf/H3_AP202510221766962996_1.pdf
中邮证券  2025-10-21  14.99  11.71  10.71  0.18305812083497242  https://pdf.dfcfw.com/pdf/H3_AP202510211766162268_1.pdf
华源证券  2025-10-21  15.47  12.74  10.85  0.19407137626395832  https://pdf.dfcfw.com/pdf/H3_AP202510211766414020_1.pdf
民生证券  2025-10-20  15.0  12.0  11.0  0.16774841624228443  https://pdf.dfcfw.com/pdf/H3_AP202510201765616790_1.pdf"
2025/11/28,600406,国电南瑞,28.6,27.4,22.3,12.89%,1.7,27.79%,25.23%,3.62,4.41,4.31,"中国银河  2025-11-14  23.56  21.11  18.36  0.13279495093836813  https://pdf.dfcfw.com/pdf/H3_AP202511141781187315_1.pdf
中邮证券  2025-11-11  24.13  21.39  18.89  0.13021920321972402  https://pdf.dfcfw.com/pdf/H3_AP202511111779247442_1.pdf
国信证券  2025-11-07  23.7  21.0  18.5  0.13184852391169422  https://pdf.dfcfw.com/pdf/H3_AP202511071776926482_1.pdf
华安证券  2025-11-04  23.77  21.76  19.56  0.10237705610382286  https://pdf.dfcfw.com/pdf/H3_AP202511041775176325_1.pdf
民生证券  2025-11-01  24.0  21.0  18.0  0.15470053837925146  https://pdf.dfcfw.com/pdf/H3_AP202511011773319573_1.pdf
东吴证券  2025-11-01  23.35  20.82  18.56  0.12164249944076388  https://pdf.dfcfw.com/pdf/H3_AP202511011772815864_1.pdf"
2025/11/28,688041,海光信息,159.2,159.2,213.4,41.37%,5.2,22.10%,22.10%,23.07,12.61,12.61,"华安证券  2025-10-28  179.03  129.34  90.68  0.40509972928189497  https://pdf.dfcfw.com/pdf/H3_AP202510281770680537_1.pdf
华龙证券  2025-10-27  181.9  121.1  88.2  0.4360913190476401  https://pdf.dfcfw.com/pdf/H3_AP202510271769993802_1.pdf
群益证券  2025-10-20  166.0  114.0  79.0  0.449574359177483  https://pdf.dfcfw.com/pdf/H3_AP202510201765596724_1.pdf
国信证券  2025-10-20  135.3  96.6  83.1  0.27599327771165916  https://pdf.dfcfw.com/pdf/H3_AP202510201765520100_1.pdf
太平洋  2025-10-19  178.84  120.22  85.68  0.4447496625026728  https://pdf.dfcfw.com/pdf/H3_AP202510191765109296_1.pdf
山西证券  2025-10-17  191.6  120.7  89.4  0.4639592664349512  https://pdf.dfcfw.com/pdf/H3_AP202510171763887179_1.pdf
东吴证券  2025-10-16  173.83  117.29  82.95  0.4476186510579705  https://pdf.dfcfw.com/pdf/H3_AP202510161763408639_1.pdf
开源证券  2025-10-16  185.6  133.0  96.5  0.3868367107111659  https://pdf.dfcfw.com/pdf/H3_AP202510161763271600_1.pdf"
2025/11/28,601318,中国平安,8.9,10.4,7.6,11.82%,0.6,20.57%,30.74%,1.08,1.12,1.65,"国信证券  2025-11-03  7.88  7.1  6.57  0.09516718906015065  https://pdf.dfcfw.com/pdf/H3_AP202511031774452223_1.pdf
华源证券  2025-11-03  7.0  5.9  5.2  0.16023870223064263  https://pdf.dfcfw.com/pdf/H3_AP202511031774424188_1.pdf
开源证券  2025-10-29  7.57  6.96  6.26  0.0996659382370857  https://pdf.dfcfw.com/pdf/H3_AP202510291771318691_1.pdf
东吴证券  2025-10-29  7.37  6.69  5.9  0.11765492991928483  https://pdf.dfcfw.com/pdf/H3_AP202510291771102288_1.pdf"
2025/11/28,600276,恒瑞医药,62.4,62.9,55.2,12.78%,4.3,19.90%,20.41%,6.92,8.53,10.91,"群益证券  2025-11-28  40.83  45.32  39.6  0.015411545168069196  https://pdf.dfcfw.com/pdf/H3_AP202511281789842939_1.pdf
中邮证券  2025-11-03  45.47  39.01  35.46  0.13238240189315698  https://pdf.dfcfw.com/pdf/H3_AP202511031774257377_1.pdf
中国银河  2025-10-31  49.03  42.18  35.03  0.18307118825665536  https://pdf.dfcfw.com/pdf/H3_AP202510311772644646_1.pdf
华源证券  2025-10-31  44.25  36.83  30.48  0.2048948724031101  https://pdf.dfcfw.com/pdf/H3_AP202510311772485934_1.pdf
西南证券  2025-10-30  53.91  44.78  37.75  0.19502279066077866  https://pdf.dfcfw.com/pdf/H3_AP202510301771954651_1.pdf
浦银国际证券  2025-10-30  45.7  45.1  43.5  0.024975469288742724  https://pdf.dfcfw.com/pdf/H3_AP202510301771791308_1.pdf
民生证券  2025-10-28  45.0  43.0  37.0  0.10282193314071164  https://pdf.dfcfw.com/pdf/H3_AP202510281770767507_1.pdf
国金证券  2025-10-28  46.56  39.8  34.36  0.16407217471231772  https://pdf.dfcfw.com/pdf/H3_AP202510281770617244_1.pdf"
2025/11/28,600760,中航沈飞,57.7,301.6,56.7,18.22%,3.1,19.33%,172.75%,7.63,9.27,12.98,"华安证券  2025-11-06  48.79  42.57  36.67  0.15347969539572293  https://pdf.dfcfw.com/pdf/H3_AP202511061776194187_1.pdf
山西证券  2025-11-03  42.6  37.3  33.3  0.13105228848151818  https://pdf.dfcfw.com/pdf/H3_AP202511031774438306_1.pdf
华鑫证券  2025-11-02  46.5  38.8  33.1  0.18525686534945085  https://pdf.dfcfw.com/pdf/H3_AP202511021773845031_1.pdf
中国银河  2025-11-01  47.65  42.47  35.94  0.15144292627347355  https://pdf.dfcfw.com/pdf/H3_AP202511011772762087_1.pdf
民生证券  2025-10-31  59.0  47.0  38.0  0.24604637913175953  https://pdf.dfcfw.com/pdf/H3_AP202510311772420257_1.pdf
东吴证券  2025-10-31  50.16  40.09  34.83  0.20005742038905594  https://pdf.dfcfw.com/pdf/H3_AP202510311772257138_1.pdf
国金证券  2025-10-30  47.6  39.24  32.6  0.2083553696601439  https://pdf.dfcfw.com/pdf/H3_AP202510301771754657_1.pdf"
2025/11/28,600030,中信证券,16.6,18.4,14.6,11.65%,1.3,19.21%,25.57%,1.46,1.47,1.53,"开源证券  2025-10-27  14.5  11.2  9.7  0.22263868776705342  https://pdf.dfcfw.com/pdf/H3_AP202510271769993782_1.pdf
国信证券  2025-10-26  14.68  13.1  12.05  0.103746919094585  https://pdf.dfcfw.com/pdf/H3_AP202510261769278153_1.pdf
民生证券  2025-10-26  18.0  16.0  15.0  0.09544511501033215  https://pdf.dfcfw.com/pdf/H3_AP202510261769511415_1.pdf
东吴证券  2025-10-25  15.52  15.17  14.23  0.04434359711757607  https://pdf.dfcfw.com/pdf/H3_AP202510251768385359_1.pdf"
2025/11/28,601888,中国中免,47.8,47.1,48.1,16.45%,2.9,16.14%,15.27%,2.94,9.49,8.59,"中航证券  2025-11-27  45.08  37.64  30.71  0.21157985996895134  https://pdf.dfcfw.com/pdf/H3_AP202511271789330652_1.pdf
太平洋  2025-11-09  38.69  31.29  27.4  0.1882944902760586  https://pdf.dfcfw.com/pdf/H3_AP202511091777932137_1.pdf
群益证券  2025-11-03  29.0  28.0  26.0  0.056117709057383225  https://pdf.dfcfw.com/pdf/H3_AP202511031774350270_1.pdf
国信证券  2025-11-02  39.8  33.3  28.7  0.17760756701098557  https://pdf.dfcfw.com/pdf/H3_AP202511021773886245_1.pdf
中国银河  2025-10-31  38.97  31.86  27.58  0.1886885296807712  https://pdf.dfcfw.com/pdf/H3_AP202510311772534714_1.pdf"
2025/11/28,601766,中国中车,15.7,20,13.8,6.19%,2.2,13.22%,27.82%,1.23,1.19,1.68,"中国银河  2025-11-06  15.63  15.57  14.12  0.052112403650396155  https://pdf.dfcfw.com/pdf/H3_AP202511061776375314_1.pdf
东吴证券  2025-11-01  16.71  15.64  14.55  0.0716592780578269  https://pdf.dfcfw.com/pdf/H3_AP202511011772836313_1.pdf"
2025/11/28,600050,中国联通,19.5,79.2,17.8,7.84%,2.3,12.88%,127.27%,0.98,0.92,1.2,"中国银河  2025-10-27  18.21  16.99  15.82  0.07288144225151294  https://pdf.dfcfw.com/pdf/H3_AP202510271769832143_1.pdf
国金证券  2025-10-24  16.8  15.46  14.3  0.08389352559426921  https://pdf.dfcfw.com/pdf/H3_AP202510241767945785_1.pdf"
